id_sdfn,folio,sdf_nom,latitud,longitud,area_sup,s_deent
3702,30095,BASURERO MUNICIPAL CHALAHUITE,"19,887,712","-96,761,715",2000,VERACRUZ DE IGNACIO DE LA LLAVE
3704,13049,BASURERO MUNICIPAL DE PISAFLORES,"2,119,786,416","-9,898,964,374",0,HIDALGO
3705,31102,RELLENO SANITARIO TIPO C DE VALLADOLID,"20,668,739","-88,224,417","71,8",YUCATAN
3706,30206,BASURERO MUNICIPA,"18,057,909","-9,439,289",200,"VERACRUZ									"
3707,13040,BASURERO MUNICIPAL,"2,109,487,833","-9,912,719,166",0,HIDALGO
3708,15022,SITIO DE DISPOSICION FINAL EL JAGUEY,"192,153,335","-9,884,677,721","18303,02",MEXICO
3709,16023,TIRADERO MUNICIPAL JALISQUILLO,"2,001,646,244","-10,249,008,041",0,MICHOACAN DE OCAMPO
3710,30116,BASURERO MUNICIPAL,"17,919,444","-94,869,222",0,VERACRUZ
3711,31103,BASURERO MUNICIPAL DE XOCCHEL,"2,084,591,667","-8,918,932,667",20,YUCATAN
3712,30040,"TIRADERO MUNICIPAL																										","20,470,887","-97,341,798",4000,"VERACRUZ									"
3713,13056,PROACTIVA MEDIO AMBIENTE MMA S.A. DE C.V.,"2,004,363,833","-98,443,718",220000,HIDALGO
3714,31106,BASURERO MUNICIPAL CHABIHAU,"21,338,498","-89,114,054",20000,YUCATAN
3718,32049,BASURERO MUNICIPAL DE VALPARAISO,"22,789,886","-103,524,372",20000,ZACATECAS
3719,32049,TIRADERO DE LOBATOS,"22,832,094","-103,418,871",0,ZACATECAS
3720,32049,TIRADERO DE SAN JUAN CAPISTRANO,"22,662,031","-104,114,442",0,ZACATGECAS
3721,20220,EL ZOPILOTE (BASURERO MUNICIPAL),"17,727,563","-96,831,143",80,OAXACA
3722,31106,BASURERO MUNICIPAL DE YOBAIN,"21,213,095","-8,911,005,833",45000,YUCATAN
3723,13035,PROACTIVA MEDIO AMBIENTE MMA S.A. DE C.V.,"2,004,363,833","-98,443,718",220000,HIDALGO
3724,32054,BASURERO MUNICIPAL DE VILLA HIDALGO,"22,337,838","-101,714,536",25000,ZACATECAS
3725,32054,TIRADERO EL REFUGIO,"22,375,295","-101,768,942",0,ZACATECAS
3726,32049,TIRADERO DE J. JESUS GONZALEZ ORTEGA (SAN MATEO),"22,890,758","-103,473,575",0,ZACATECAS
3727,32049,TIRADERO DE MILPILLAS DE LA SIERRA,"23,092,929","-103,659,666",0,ZACATECAS
3728,13029,RELLENO SANITARIO,"20,348,673","-99,653,142",18343,HIDALGO
3733,20016,BASURERO MUNICIPAL,"1,728,004,483","-9,826,138,964",300,OAXACA
3741,30108,BASURERO MUNICIPAL LAS MATAS,"18,034,942","-94,527,338",0,VERACRUZ DE IGNACIO DE LA LLAVE
3742,32050,JUNTA INTERMUNICIPAL PARA LA OPERACION DE RELLENO SANITARIO (JIORESA),"22,800,749","-102,508,465",18000,ZACATECAS
3744,14048,BASURERO MUNICIPAL DE JESUS MARIA,"205,727,383","-10,224,430,839",0,JALISCO
3745,30137,RELLENO SANITARIO DE LAS ALTAS MONTAÑAS,"18,819,717","-97,211,086",0,VERACRUZ
3747,13031,TIRADERO LOS FRIJOLES,"2,100,276,002","-9,920,817,914",16723,HIDALGO
3748,26063,BASURON MUNICIPAL,"29,516,969","-109,525,193",0,SONORA
3751,5032,RELLENO SANITARIO,"2,794,788,889","-1,012,409,167",0,COAHUILA DE ZARAGOZA
3752,26034,BASURERO MUNICIPAL DE HUEPAC,"2,991,436,208","-11,018,819,526",1000,SONORA
3753,26018,PREDIO LA LAGUNA MOSCOBAMPO,"2,754,986,551","-10,982,745,359",0,SONORA
3754,26009,BASURON MUNICIPAL ,"2,896,186,408","-10,939,629,205",60,SONORA
3755,30120,BASURERO MUNICIPAL,"17,997,948","-94,682,048",1000,"VERACRUZ									"
3756,30179,BASURERO MUNICIPAL DE TLACOTEPEC DE MEJIA,"1,919,094","-9,681,329",0,VERACRUZ
3757,30142,BASURERO MUNCIPAL,"17,906,497","-95,102,614",100000,VERACRUZ
3758,30130,BASURERO MUNICIPAL,"17,778,988","-95,838,113",10000,VERACRUZ
3771,30149,BASURERO PUBLICO MUNICIPAL,"18,159,105","-94,846,601",0,"VERACRUZ									"
3775,14050,PROMOTORA AMBIENTAL DE LA LAGUNA SA DE CV,"2,034,549,378","-10,316,800,326","402790,84",JALISCO
3776,2003,RELLENO SANITARIO GRUPO ADMINISTRACION DESARROLLO DISPOSICION Y OPERACION SOCIEDAD ANONIMA DE CAPITAL VARIABLE,"3,251,641,667","-1,166,960,833",0,BAJA CALIFORNIA
3777,2003,EJIDO NUEVA COLONIA HINDU,"32,476,201","-116,585,385",0,BAJA CALIFORNIA
3778,2003,EL HONGO,"32,500,015","-116,318,645",0,BAJA CALIFORNIA
3779,2003,VALLE DE LAS PALMAS,"32,350,644","-116,593,692",0,BAJA CALIFORNIA
3780,26044,BASURERO MUNICIPAL,"2,844,210,913","-10,953,553,654",0,SONORA
3782,30210,BASURERO MUNICIAPAL,"17,282,298","-94,403,058",0,"VERACRUZ									"
3783,26034,BASURON DEL RANCHITO DE HUEPAC,"2,988,926","-110,192,037",1000,SONORA
3784,26034,BASUERO DE LA COMISARIA OJO DE AGUA DE HUEPAC,"2,993,577,465","-11,019,548,354",500,SONORA
3785,30196,LA CONCEPCION,"18,863,208","-96,810,818",25,"VERACRUZ 									"
3786,32045,RELLENO SANITARIO DE TEPECHITLAN,"21,608,101","-103,353,785",500,ZACATECAS
3792,20032,BASURERO MUNICIPAL,"1,791,246,719","-9,813,655,949",900,OAXACA
3795,26022,BASURERO MUNICIPAL,"3,035,734,452","-11,072,919,678",0,SONORA
3796,2003,HEROES DEL DESIERTO,"32,281,091","-116,518,725",0,BAJA CALIFORNIA
3797,2003,CARMEN SERDAN,"3,224,467","-116,551,646",0,BAJA CALIFORNIA
3798,2003,LA RUMOROSA,"32,550,838","-116,026,876",0,BAJA CALIFORNIA
3799,2003,JACUME,"32,586,442","-11,616,976",0,BAJA CALIFORNIA
3800,30140,RELLENO SANITARIO DE LAS ALTAS MONTAÑAS,"18,819,717","-97,211,086",0,VERACRUZ
3802,14100,RELLENO SANITARIO EL COCO,"1,989,975,833","-1,052,989,834",35000,JALISCO
3803,14100,JOSE MARIA MORELOS,"197,126,014","-10,517,521,563",10000,JALISCO
3804,14100,JOSE MARIA PINO SUAREZ,"1,997,237","-10,535,254",10000,JALISCO
3805,14100,CAMPO ACOSTA,"1,981,467","-105,199,503",20000,JALISCO
3806,20006,BASURERO MUNICIPAL,"1,745,572,524","-9,719,035,027",350000,OAXACA
3807,32056,JUNTA INTERMUNICIPAL PARA LA OPERACION DE RELLENO SANITARIO (JIORESA),"22,800,749","-102,508,465",18000,ZACATECAS
3810,30169,"BASURERO MUNICIPAL DE JOSE AZUETA, VERACRUZ","18,097,309","-95,709,565",0,"VERACRUZ									"
3811,15029,RELLENO SANITARIO PEÑA DEL GATO,"1,940,162,383","-9,884,103,484",12237,MEXICO
3813,5021,RELLENO SANITARIO DE RECOLECCION PRO LIMPIEZA,"2,690,005,556","-1,015,067,778",320000,COAHUILA DE ZARAGOZA
3814,20054,BASURERO MUNICIPAL,"1,738,559,324","-9,724,371,362",64,OAXACA
3815,7001,"RELLENO SANITARIO INTERMUNICIPAL ACACOYAHUA, ACAPETAHUA, ESCUINTLA Y VILLACOMALTITLAN","1,526,692,796","-926,258,954,999,999","19,037",CHIAPAS
3816,24028,RELLENO SANITARIO SAN JUANICO,"22,307","-100,931",430000,NUEVO LEON
3817,20249,PARAJE CERRO DE ARENA,"1,813,410,031","-9,688,064,968",30000,OAXACA
3820,30151,BASURERO A CIELO ABIERTO,"2,129,591","-97,448,602",1000,"VERACRUZ									"
3824,20046,BASURERO MUNICIPAL,"17,339,143","-97,249,013",40,OAXACA
3825,20034,BASURERO MUNICIPAL,"1,776,980,843","-9,815,498,513",600,OAXACA
3826,20244,BARRANCA LOS TENAMASTLES,"1,811,528","-97,066,651",160,OAXACA
3830,26039,RELLENO SANITARIO MUNICIPAL,"31,258,799","-109,914,503",0,SONORA
3831,20096,BASURERO MUNICIPAL,"1,748,690,635","-9,727,322,836",500,OAXACA
3833,20260,BASURERO MUNICIPAL DE SAN MIGUEL ALOAPAM,"174,112","-96,675,596",300,OAXACA
3835,15068,TIRADERO MUNICIPAL DE OZUMBA,"1,905,334,589","-9,881,239,234",25000,ESTADO DE MEXICO
3836,20039,CELDA DE CONFINAMIENTO DEL CENTRO INTEGRAL DE RESIDUOS SOLIDOS URBANOS (CITRESO),"1,783,995,787","-9,778,060,977",6000,OAXACA
3837,30208,BASURERO MUNICIPAL JUANA VAQUERA,"18,399,792","-95,743,119",2000,VERACRUZ DE IGNACIO DE LA LLAVE
3838,15030,RELLENO SANITARIO PEÑA DEL GATO,"1,940,162,383","-9,884,103,484",12237,MEXICO
3839,15083,PARAJE EL POTRERO,"1,919,077,687","-9,889,084,178","9538,53",MEXICO
3840,16081, BASURERO MUNICIPAL DE SUSUPUATO. ,"19,202,481","-100,427,511",6000,MICHOACAN
3841,30204,SIN NOMBRE,"18,055,244","-94,154,138",40000,"VERACRUZ 									"
3842,20294,BASURERO MUNICIPAL,"1,731,564,939","-9,688,115,708",200,OAXACA
3844,26023,RELLENO SANITARIO,"3,000,494,068","-10,977,224,791",0,SONORA
3845,26023,RELLENO SANITARIO,"29,949,013","-10,974,731",0,SONORA
3846,26023,RELLENO SANITARIO,"29,998,101","-109,803,726",0,SONORA
3847,26023,RELLENO SANITARIO,"30,134,888","-109,777,278",0,SONORA
3848,20309,BASURERO MUNICIPAL,"1,813,893,318","-9,649,571,678",2500,OAXACA
3849,5033,TIRADERO MUNICIPAL EN EL EJIDO SAN CARLOS,"2,588,488,889","-1,029,603,056",0,COAHUILA
3852,16060,BASURERO MUNICIPAL DE LA PIEDAD,"20,283,797","-101,983,911",15000,MICHOACAN DE OCAMPO
3853,15094,TIRADERO A CIELO ABIERTO TRES GALLOS,"1,900,913,888","-9,882,641,666",8968,MEXICO
3855,16045,BASURERO MUNICIPAL,"2,000,458,029","-10,281,578,042",10000,MICHOACAN DE OCAMPO
3861,15103,SITIO DE DISPOSICION FINAL PARAJE CHIMALTEPEC,"1,921,826,532","-9,878,069,855",20000,MEXICO
3862,16069,BASURERO MUNICIPAL DE LA PIEDAD,"20,283,797","-101,983,911",15000,MICHOACAN DE OCAMPO
3864,16036,BASURERO CITIR,"1,999,294,032","-10,132,255,852",40000,MICHOACAN
3865,7016,BASURERO MUNICIPAL,"1,762,043,946","-9,193,800,109",3200,CHIAPAS
3866,7019,RELLENO SANITARIO MUNICIPAL,"1,623,425,758","-9,219,775,126",0,CHIAPAS
3867,7020,BASURERO MUNICIPAL,"161,482,614,899,999","-926,884,839,599,999",30000,CHIAPAS
3868,7020,RELLENO SANITARIO INTERCOMUNITARIO MANUAL LA CONCORDIA,"160,037,518","-928,083,312,299,999",36000,CHIAPAS
3886,7023,BASURERO MUNICIPAL,"16,841,069,444","-92,767,686,111",5000,CHIAPAS
3887,7024,RELLENO SANITARIO,"16,673,258","-922,627,059,999,999",0,CHIAPAS
3888,7025,BASURERO MUNICIPAL ,"173,516,066,669,999","-93,129,233,333",1000,CHIAPAS
3889,7026,BASURERO MUNICIPAL YOCHOM,"1,690,958,974","-926,237,072,899,999",0,CHIAPAS
3892,28004,RELLENO SANITARIO LA REGION CAÑERA,"22,661,735","-98,984,427",0,TAMAULIPAS
3893,30209,BASURERO MUNICIPAL,"18,226,364","-9,474,218","30,605,958","VERACRUZ									"
3894,7030,BASURERO MUNICIPAL,"157,512,944,439,999","-92,301,697,222",60000,CHIAPAS
3895,30205,BASURERO MUNICIPAL,"21,758,242","-98,442,687",15000,"VERACRUZ									"
3896,30182, BASURERO DE VILLA ALDAMA ,"19,613,217","-97,224,723",130000,"VERACRUZ DE IGNACIO DE LA LLAVE									"
3897,20055,BASURERO MUNICIPAL,"1,786,836,342","-9,813,251,304",76500,OAXACA
3899,5005,RELLENO SANITARIO,"2,684,238,889","-1,006,513,056",9000,COA HUILA DE ZARAGOZA
3901,14020,"RELLENO SANITARIO MUNICIPAL, DE CABO CORRIENTES","2,030,011,916","-10,535,270,225",5000,JALISCO
3902,28023,BASURERO MUNICIPAL,"25,118,109","-98,595,131",10000,TAMAULIPAS
3903,28024,RELLENO SANITARIO DE LA FRONTERA RIBEREÑA,"26,328,966","-98,925,302",30000,TAMAULIPAS
3904,28007,RELLENO SANITARIO DE LA FRONTERA RIBEREÑA,"26,328,966","-98,925,302",30000,TAMAULIPAS
3905,7032,"RELLENO SANITARIO INTERMUNICIPAL ACACOYAHUA, ACAPETAHUA, ESCUINTLA Y VILLACOMALTITLAN","1,526,692,796","-926,258,954,999,999","19,037",CHIAPAS
3906,28009,TECNOLOGIA MEDIO AMBIENTALES DEL GOLFO S.A DE C.V. TECMED,"22,440,512","-97,914,716",0,TAMAULIPAS
3907,5023,RELLENO SANITARIO,"2,730,838,889","-102,376",0,COAHUILA DE ZARAGOZA
3908,5023,BASURERO,"2,699,222,222","-10,335,033,333",0,COAHUILA DE ZARAGOZA
3909,28010,BASURERO MUNICIPAL,"24,744,278","-98,509,519",0,TAMAULIPAS
3910,20176,BASURERO MUNICIPAL,"1,772,090,801","-9,734,311,746",600,OAXACA
3911,20065,BASURERO MUNICIPAL,"17,524,845","-98,059,971",1200,OAXACA
3912,30154,BASURERO MINICIPAL,"21,346,912","-97,844,617",5000,"VERACRUZ									"
3913,5008,BASURERO MUNICIPAL PRIMERO DE MAYO,"2,723,252,778","-10,121,875",2500,
3914,5009,RELLENO SANITARIO REGIONAL,"26,031,902","-10,317,802",30000,COAHUILA DE  ZARAGOZA
3915,7040,RELLENO SANITARIO LAS PIEDRITAS,"1,513,799","-92,465,899",0,CHIAPAS
3916,7040,RELLENO SANITARIO RANCHERIA LINDA VISTA,"149,307,629,599,999","-923,275,697,299,999",43000,CHIAPAS
3917,28035,BASURERO MUNICIPAL,"248,425","-98,191,668",130000,TAMAULIPAS
3918,28035,BASURERO MUNICIPAL DE LA LAGUNA,"24,608,194","-97,721,361",50000,TAMAULIPAS
3919,5015,BASURERO MUNICIPAL,"2,758,375","-1,007,374,167",0,COAHUILA DE ZARAGOZA
3921,20311,BASURERO MUNICIPAL,"1,770,357,502","-9,703,006,282",250,OAXACA
3926,5035,RELLENO SANITARIO DE PROMOTORA AMBIENTAL DE LA LAGUNA S.A. DE C.V.,"2,553,918,159","-10,315,495,115",50000,COAHUILA DE ZARAGOZA
3928,28027,RELLENO SANITARIO,"27,544,439","-99,584",206993,TAMAULIPAS
3929,15058,SITIO DE DISPOSICION FINAL NEZA III,"1,941,875,309","-9,899,805,161",300000,MEXICO
3931,28032,LOS COLIBRIES,"25,973,858","-98,417,383",0,
3932,30185,RELLENO SANITARIO DE LAS ALTAS MONTAÑAS,"18,819,717","-97,211,086",0,VERACRUZ
3933,26028,EL BASURON,"2,985,954,432","-10,933,102,905",1600,SONORA
3934,20081,BASURERO MUNICIPAL,"1,760,539,658","-9,799,258,912",400,OAXACA
3935,22009,RELLENO SANITARIO REGIONAL DE JALPAN DE SERRA,"2,120,028,449","-9,944,137,478",0,QUERETARO
3936,5002,RELLENO SANITARIO DE ACUÑA,"2,932,633,333","-1,010,614,444",24000,COAHUILA DE ZARAGOZA
3937,30176,BASURERO MUNICIPAL A CIELO ABIERTO,"18,232,429","-95,940,769",1000,"VERACRUZ DE IGNACIO DE LA LLAVE									"
3939,26045,BASURON MUNICIPAL DE OPODEPE,"29,924,028","-110,620,876",1250,SONORA
3940,26045,BASURON QUEROBABI,"3,003,337,903","-11,103,228,073",6000,SONORA
3941,26045,BASURON MUNICIPAL DE LA LOCALIDAD DE MERESICHIC,"30,03","-1,106,720,278",300,SONORA
3942,26045,"BASURON MUNICIPAL DE LA LOCALIDAD DE TUAPE, SONORA","301,368,333","-1,107,030,278",900,SONORA
3943,5012,RELLENO SANITARIO,"2,829,666,667","-1,003,603,611",0,COAHUILA DE ZARAGOZA
3944,5013,RELLENO VILLA DE HIDALGO,"2,775,388,889","-9,986,902,778",0,COAHUILA DE ZARAGOZA
3947,30007,"BASURERO MUNICIPAL																										","1,902,227","-96,625,443",800,"VERACRUZ DE IGNACIO DE LA LLAVE									"
3948,5015,BASURERO KM 45,"2,743,583,333","-10,042,058,333",0,COAHUILA DE ZARAGOZA
3949,5015,BASURERO PRESA DON MARTIN,"2,754,086,667","-10,062,145",0,COAHUILA DE ZARAGOZA
3950,5016,BASURERO MUNICIPAL RELLENO SANITARIO,"2,705,261,111","-1,018,097,222",0,COAHUILA DE  ZARAGOZA
3954,28028,BASURERO MUNICIPAL,"225,368","-992,348",12000,TAMAULIPAS
3955,28016,BASURERO MUNICIPAL,"24,221,767","-99,397,147",0,TAMAULIPAS
3956,28016,BASURERO MUNICIPAL EJIDO LA DIANA,"2,399,094,444","-9,912,380,556",40000,TAMAULIPAS
3957,30125,POTRERILLO,"18,861,382","-96,651,409",30000,VERACRUZ
3960,7041,BASURERO MUNICIPAL LA INDEPENDENCIA,"1,623,845,472","-9,202,274,597",0,CHIAPAS
3963,30178,TIRADERO A CIELO ABIERTO SIN NOMBRE,"18,619,377","-9,565,216",2000,VERACRUZ
3964,28014,BASURERO MUNICIPAL NUEVA CIUDAD GUERRERO,"26,562,583","-99,241,197",43000,TAMAULIPAS
3965,28015,BASURERO MUNICIPAL DE GUSTAVO DIAZ ORDAZ,"2,619,700,666","-9,859,035,009",20000,TAMAULIPAS
3966,28015,RELLENO SANITARIO DE LA FRONTERA RIBEREÑA,"26,328,966","-98,925,302",30000,TAMAULIPAS
3968,28033,BASURERO MUNICIPAL DE RIO BRAVO,"25,928,034","-98,009,426",0,
3969,13002,PROACTIVA MEDIO AMBIENTE MMA S.A. DE C.V.,"2,004,363,833","-98,443,718",220000,HIDALGO
3970,28040,RELLENO SANITARIO REGIONAL,"25,700,618","-97,578,253",1130000,TAMAULIPAS
3971,28037,BASURERO MUNICIPAL A CIELO ABIERTO,"237,721,257","-982,426,499",0,TAMAULIPAS
3973,28030,BASURERO MUNICIPAL DE PADILLA,"24,041,131","-98,904,725",0,TAMAULIPAS
3974,28030,BASURERO DEL POBLADO EL BARRETAL,"24,113,975","-99,136,636",30000,TAMAULIPAS
3975,14021,EL BARRITO,"1,964,990,023","-1,045,135,576","219723,66",JALISCO
3978,5036,RELLENO SANITARIO DE VIESCA,"2,533,994,444","-10,278,275",0,COAHUILA DE ZARAGOZA
3981,5018,RELLENO SANITARIO DE RECOLECCION PRO LIMPIEZA,"2,690,005,556","-1,015,067,778",320000,COAHUILA DE ZARAGOZA
3983,26012,BASURERO MUNICIPAL,"2,747,809,589","-11,010,439,764",5000,SONORA
3992,14069,RELLENO SANITARIO INTERMUNICPAL SIMAR SURESTE,"19,986,161,111","-10,305,335,556",600000,JALISCO
4021,29048,RELLENO SANITARIO TONSIL,"19,332,125","-9,828,806,667",680000,TLAXCALA
4023,22015,RELLENO SANITARIO LOS HERNANDEZ,"20,905,981","-99,602,969",0,QUERETARO
4024,5014,BASURERO MUNICIPAL DE JIMENEZ,"2,905,066,667","-1,006,827,222",10000,COAHUILA DE ZARAGOZA
4025,5014,BASURERO MUNICIPAL DE SAN CARLOS,"290,305","-10,088,366,667",10000,COAHUILA DE ZARAGOZA
4027,15065,GUADALUPE TAPIA,"1,965,859,507","-9,873,183,029",2,MEXICO
4031,28012,BASURERO GONZALEZ,"22,850,182","-98,398,341",0,TAMAULIPAS
4033,16022,BASURERO A CIELO ABIERTO POTRERO LA BENVERICUA,"1,975,724,089","-10,102,788,357",0,
4040,26057,BASURON MUNICIPAL,"29,304,039","-109,762,247",3600,SONORA
4042,26050,BASURON MUNICIPAL DE RAYON,"2,971,107,897","-11,053,687,655",0,SONORA
4045,28018,BASURERO MUNICIPAL,"24,174,319","-98,474,472",5000,TAMAULIPAS
4047,14092,RELLENO SANITARIO INTERMUNICPAL SIMAR SURESTE,"19,986,161,111","-10,305,335,556",600000,JALISCO
4048,26061,BASURERO DE SOYOPA,"2,875,998,611","-10,963,018,109",0,SONORA
4049,26061,TONICHI,"28,605,811","-10,957,252",0,SONORA
4050,26061,SAN ANTONIO DE LA HUERTA,"28,620,795","-109,612,761",0,SONORA
4051,26061,REBEICO,"28,895,952","-10,975,331",0,SONORA
4052,26061,LA ESTRELLA,"2,892,922,018","-10,963,117,393",0,SONORA
4053,26061,BASURON EL LLANO COLORADO,"2,893,304","-109,826,386",0,SONORA
4054,20293,RELLENO SANITARIO DE OAXACA DE JUAREZ,"16,925,569","-96,689,236",170000,OAXACA
4057,16091,CENTRO INTERMUNICIPAL PARA EL TRATAMIENTO INTEGRAL DE LOS RESIDUOS SOLIDOS,"1,985,129,435","-1,025,890,429",10000,MICHOACAN DE OCAMPO
4060,26066,BASURON MUNICIPAL DE URES,"29,401,297","-110,381,977",50000,SONORA
4061,26057,BASURON DE SAN JOSE DE BATUC,"29,208,401","-109,753,275",0,SONORA
4063,7005,BASURERO MUNICIPAL AMATAN,"17,361,262","-92,830,189",2000,CHIAPAS
4064,14120,RELLENO METROPOLITANO SANITARIO DE PICACHOS,"2,091,920,352","-10,345,467,041",6030000,JALISCO
4070,14103,RELLENO SANITARIO MUNICIPAL,"19,447,987","-10,348,658,262",0,JALISCO
4072,14096,RELLENO SANITARIO INTERMUNICPAL SIMAR SURESTE,"19,986,161,111","-10,305,335,556",600000,JALISCO
4073,16085,BASURERO MUNICIPAL,"1,984,939,167","-1,022,121,333",0,MICHOACAN DE OCAMPO
4074,16085,NINGUNO,"19,946,323","-10,213,545",0,MICHOACAN DE OCAMPO
4075,20359,BASURERO MUNICIPAL ,"1,737,256,204","-9,661,400,361",700,OAXACA
4081,26066,BASURERO MUNICIPAL GUADALUPE,"29,379,122","-110,439,237",4000,SONORA
4082,20544,BASURERO MUNICIPAL DE TEOCOCUILCO DE MARCOS PEREZ,"1,734,664,544","-9,661,163,845",450,OAXACA
4091,14107,RELLENO SANITARIO INTERMUNICPAL SIMAR SURESTE,"19,986,161,111","-10,305,335,556",600000,JALISCO
4095,15057,RELLENO SANITARIO PUENTE DE PIEDRA,"19,494,861","-99,299,053","174507,66",MEXICO
4100,14121,SISTEMA INTERMUNICIPAL DE MANEJO DE RESIDUOS SOLIDOS SIMAR,"1,954,042,944","-10,335,252,527",15000,JALISCO
4111,15037,GRUPO CONTADERO S.A. DE C.V.,"194,291,733","-9,948,349",50000,MEXICO
4124,28011,RELLENO SANITARIO LA REGION CAÑERA,"22,661,735","-98,984,427",0,TAMAULIPAS
4125,7051,BASURERO MUNICIPAL,"1,545,624,138","-9,290,611,814",20640,CHIAPAS
4126,23006,TIRADERO A CIELO ABIERTO DE JOSE MARIA MORELOS,"1,977,219","-8,867,342",6000,QUINTANA ROO
4127,16043,BASURERO MUNICIPAL,"199,259,634","-10,235,145,749",0,MICHOACAN DE OCAMPO
4133,23002,TIRADERO A CIELO ABIERTO DE FELIPE CARRILLO PUERTO,"196,656","-8,807,086",10000,QUINTANA ROO
4134,23002,TIRADERO A CIELO ABIERTO DE LA LOCALIDAD DE CHUNHUHUB,"1,957,603","-8,861,626",0,QUINTANA ROO
4135,23002,TIRADERO A CIELO ABIERTO DE LA LOCALIDAD DE TIHOSUCO,"201,764","-8,842,371",0,QUINTANA ROO
4136,23002,TIRADERO A CIELO ABIERTO DE LA LOCALIDAD DE SEÑOR,"1,985,052","-8,814,314",0,QUINTANA ROO
4137,23002,TIRADERO A CIELO ABIERTO DE LA LOCALIDAD DE NOH-BEC,"19,160,578","-88,168,758",0,QUINTANA ROO
4140,25015,SITIO DE DISPOSICION FINAL ACTUAL,"2,555,941,667","-108,065,138,899,999","134,480,501",SINALOA
4141,16094,BASURERO MUNICIPAL,"19,947,364","-102,048,044",0,MICHOACAN
4142,15075,SITIO DE DISPOSICION DE SAN MARTIN DE LAS PIRAMIDES,"1,970,387,519","-9,880,468,262",1974700,MEXICO
4143,15075,RELLENO SANITARIO TECAMAC II,"1,979,758,082","-9,897,913,854","127696,29",MEXICO
4148,16109,BASURERO MUNICIPAL DE LA PIEDAD,"20,283,797","-101,983,911",15000,MICHOACAN DE OCAMPO
4149,16015,TROJES,"18,939,589","-103,343,239",3000,MICHOACAN DE OCAMPO
4150,16015,SAN JOSE DE LA MONTAÑA ,"184,383,364","-1,031,199,534",1000,MICHOACAN DE OCAMPO
4151,16015,BARRANCA SECA,"1,853,609,335","-10,300,897,365",4000,MICHOACAN DE OCAMPO
4152,16015," BASURERO MUNICIPAL DE COALCOMAN DE VAZQUEZ PALLARES, MICHOACAN																										 																										 ","18,734,716","-103,253,354",10000,COALCOMAN DE VAZQUEZ PALLARES
4156,14051,LA ESTANCIA GRUPO ENERWASTE S.A. DE C.V,"2,064,963,571","-10,315,049,038",120500,JALISCO
4161,15053,RELLENO SANITARIO TEPOTZOTLAN,"19,757,178","-99,228,455",520000,TAMAULIPAS
4162,16052,RELLENO SANITARIO SAN JUAN BOSCO,"1,807,292,793","-10,229,519,236",19700,MICHOACAN
4163,15070,RELLENO SANITARIO PEÑA DEL GATO,"1,940,162,383","-9,884,103,484",12237,MEXICO
4164,20326,BASURERO MUNICIPAL (LOMA DEL BASURERO),"17,841,919","-9,669,492",0,OAXACA
4165,14037,RELLENO SANITARIO DEL GRULLO,"19,748,938,889","-10,414,213,333",12000,JALISCO
4166,14058,VERTEDERO MUNICIPAL EL REFUGIO,"2,049,201,389","-10,476,649,413",30000,JALISCO
4171,28017,BASURERO MUNICIPAL,"23,414,023","-9,935,213",3000,TAMAULIPAS
4173,28022,RELLENO SANITARIO REGIONAL,"25,700,618","-97,578,253",1130000,TAMAULIPAS
4180,16028,BASURERO DEL MUNICIPIO DE CHURINTZIO,"2,016,186,111","-1,020,575,833",4500,MICHOACAN
4181,16028,BASURERO DE LA COMUNIDAD DE PATZIMARO,"2,013,142,484","-10,212,425,669",1450,MICHOACAN
4182,16028,BASURERO DE LA COMUNIDAD DE LA NORIA,"2,017,354,108","-10,207,631,641",6000,MICHOACAN
4183,16028,BASURERO LAS CRUCES,"2,019,378,317","-10,211,706,985",1850,MICHOACAN
4185,20436,BASURERO MUNICIPAL ÑOTEKANO,"17,716,833","-97,045,861",300,2378837
4186,20438,EL MAMEY,"17,953","-96,740,361",0,OAXACA
4187,20487,BASURERO MUNICIPAL DE SANTIAGO TENANGO,"1,737,732,332","-9,700,257,926",10000,OAXACA
4190,20558,BASURERO MUNICIPAL UBICADO EN EL PAPAYO,"17,790,607","-96,993,292",500,OAXACA
4191,20545,BASURERO MUNICIPAL,"1,813,151,323","-970,902,952",40,OAXACA
4194,14006,VERTEDERO MUNICIPAL LA CALERA,"2,052,708,694","-1,040,668,683",0,JALISCO
4195,14006,VERTEDERO MUNICIPAL SAN ANTONIO MATUTE,"20,568,419,444","-10,396,580,278",0,JALISCO
4196,16070,BASURERO MUNICIPAL,"1,992,485,534","-1,020,170,837",0,MICHOACAN
4197,16107,TIRADERO MUNICIPAL EL POZO,"19,825,882","-101,832,587",0,MICHOACAN
4199,7058,RELLENO SANITARIO,"1,642,060,439","-925,827,751,799,999",6400,CHIAPAS
4210,14015,VERTEDERO A CIELO ABIERTO AUTLAN,"1,978,495,999","-10,432,929,302",0,JALISCO
4211,28021,RELLENO SANITARIO LA REGION CAÑERA,"22,661,735","-98,984,427",0,TAMAULIPAS
4212,26020,BASURON MUNICIPAL LA TUCA,"2,967,417,771","-11,094,451,323",0,SONORA
4213,7015,BASURERO MUNICIPAL,"150,069,029,999,999","-921,787,309,999,999",252,CHIAPAS
4215,20090,BASURERO MUNICIPAL,"1,631,606,821","-9,792,156,446",1125,OAXACA
